PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Index of Multiple Deprivation (IMD),Practice_code_weighted_tot_of_Income,Practice_code_weighted_tot_of_Employment,"Practice_code_weighted_tot_of_Education, Skills and Training",Practice_code_weighted_tot_of_Health Deprivation and Disability,Practice_code_weighted_tot_of_Crime,Practice_code_weighted_tot_of_Barriers to Housing and Services,Practice_code_weighted_tot_of_Living Environment
M83015,MOSS LANE SURGERY,6887,23006,23411,21519,22947,20120,27540,13536,18966
M83016,HIGH STREET SURGERY,5483,19398,17992,18301,12754,20212,21639,22397,16196
M83017,ASHLEY SURGERY,3965,22221,23904,20270,22872,21375,25818,8260,19351
M83018,GRAVEL HILL SURGERY,7617,23205,21401,20212,18966,23213,24530,21485,21016
M83020,CUMBERLAND HOUSE,12653,21678,23053,20135,21882,18626,25140,10875,21608
M83021,FURLONG MEDICAL CENTRE,10096,6527,7377,6544,5920,4397,8189,19360,14119
M83022,HAZELDENE HOUSE SURGERY,8294,27685,26026,25907,26064,24420,27629,18305,22196
M83023,DR RABIE & PARTNERS,9721,15823,16620,13584,12133,10709,17721,22464,23367
M83024,CASTLEFIELDS,6256,19834,19365,17623,18351,16747,19235,19377,23689
M83025,MILLER STREET SURGERY,6969,17382,18094,15720,19607,11525,17400,26231,15346
M83026,CARLTON STREET,9088,13627,13980,13584,11059,12412,14962,21849,11112
M83027,TRENT MEADOWS,11501,21369,21619,20777,18474,17148,21945,17648,17378
M83028,GLEBEDALE MEDICAL PRACTICE,7411,6346,8409,6619,5882,3872,7096,25999,8656
M83030,THE LANGTON MEDICAL GROUP,11786,21932,20555,19577,20269,21188,23200,17366,23191
M83031,RUSSELL HOUSE,6900,24599,21522,20222,22927,23274,25185,24621,22055
M83032,THE ALDERGATE MED.PRACT.,13249,16429,16445,15949,12373,13208,16390,18701,22318
M83033,DR JS CHANDRA,2477,14881,14219,12899,10634,13657,17993,20793,20362
M83034,SILVERDALE MEDICAL CENTRE,12190,12604,13360,10887,11371,8363,13777,26206,17955
M83035,ALREWAS,5674,27674,25420,25152,26264,26225,28672,20969,19606
M83036,RISING BROOK,10293,16926,16332,14528,14685,14683,17868,21842,21940
M83037,TUTBURY HEALTH CENTRE,6907,22858,23280,21666,19154,19545,28214,20181,16021
M83038,ORCHARD SURGERY,10589,15726,16328,14170,12104,11360,17415,23917,19892
M83041,MOSS GROVE SURGERY KINVER,5334,22757,21701,20551,22949,23319,19447,20293,16180
M83042,BRIDGE SURGERY,9873,18412,19367,16979,15757,15918,17765,22102,13964
M83043,ANCHOR MEDICAL PRACTICE,1820,11238,11395,11371,6165,10624,11620,17385,25006
M83044,BROWNING STREET SURGERY,9369,18624,18565,17072,16525,15622,19652,20503,19241
M83045,PENKRIDGE MEDICAL PRACTICE,10044,22440,21518,20252,18852,23497,22801,15126,18741
M83046,BIDDULPH VALLEY SURGERY,10002,20424,19039,16513,16669,18770,21580,21065,22798
M83047,MEIR PARK SURGERY,4769,16410,17939,14240,13755,11450,15690,18781,22727
M83048,THE NILE PRACTICE,6023,18825,17305,17096,13643,19126,20628,21117,17803
M83049,HOLMCROFT,10667,20793,20557,18855,17408,17637,22066,21621,20380
M83050,WOLVERHAMPTON ROAD SURGERY,10584,19536,19382,17820,18085,16723,20102,20104,19884
M83051,WETMORE ROAD SURGERY,10211,16373,17221,15863,14084,14093,16779,20783,12434
M83052,WEEPING CROSS,18636,25244,24977,23811,22782,21646,25872,20221,22499
M83054,AUDLEY HEALTH CENTRE,9602,19315,19748,16803,15533,14875,19254,23222,17050
M83056,WOLSTANTON MEDICAL CENTRE,11073,18873,19031,16425,17076,12650,18765,30578,14394
M83057,MILL BANK,10132,18731,18560,17022,16955,15972,19765,19518,20298
M83059,ABBOTS BROMLEY SURGERY,3910,23870,25993,25275,23800,24220,27156,10181,15293
M83061,MILLRISE MEDICAL PRACTICE,8006,15757,17108,14257,11806,8864,16356,25408,18326
M83062,LAUREL HOUSE SURGERY,13261,16440,16567,16175,12306,13916,16790,17280,21827
M83063,NORTON CANES HEALTH CENTRE,3257,14277,13204,12935,8176,14652,18812,25247,18364
M83064,WILNECOTE SURGERY,7741,18984,19668,19910,11238,15997,18287,15507,23609
M83065,BARTON,6729,26301,26071,25907,26771,22472,27582,18478,13264
M83066,HARTSHILL MEDICAL CENTRE,6553,15439,16316,15886,19392,8492,17014,24510,8682
M83067,LYME VALLEY MEDICAL CENTRE,6084,18216,18758,16145,19468,12447,17657,24050,17980
M83068,BELGRAVE MEDICAL CENTRE,11362,10416,11846,9352,8717,6553,11688,21712,18110
M83069,MANSION HOUSE,13268,21824,23868,21013,22841,19661,25914,8935,21147
M83070,GNOSALL,7997,24256,26332,22743,23762,24801,25404,12727,20041
M83071,PARK MEDICAL CENTRE,12081,17260,18411,16874,14519,17485,21305,18969,13741
M83072,SALTERS MEADOW HEALTH CTR,11715,20893,19006,17403,14348,19041,23443,23374,23681
M83073,STAPENHILL MEDICAL CENTRE,9739,15329,15852,14338,12297,14400,15553,21144,13533
M83074,BALANCE STREET,13673,19898,21611,21245,17223,18212,20905,17082,13979
M83075,NORFOLK STREET SURGERY,7862,7076,8748,9973,7211,4265,8719,18799,7588
M83076,HARLEY STREET MEDICAL CTR,9716,6961,9443,10447,6052,3457,7382,19606,10081
M83078,CLOISTERS MEDICAL PRACT.,8353,24258,21472,21136,23629,24179,24723,17523,24583
M83079,DR D HUGHES & PARTNERS,8884,17300,19028,17577,14935,18146,21594,17421,13163
M83080,LANDYWOOD LANE SURGERY,1984,18076,17177,17434,11677,18910,20257,23088,15530
M83082,THE HAYMARKET HEALTH CTR,11483,6489,7425,6580,5982,4361,7621,19383,13244
M83084,DR ROBINSON & PARTNERS,6984,16823,17581,14435,13175,11256,18658,21714,23347
M83088,HOLLIES PRACTICE,15172,16537,16698,16305,12202,13418,16521,18160,22038
M83089,BIDDULPH DOCTORS,10711,20066,18523,16089,16370,18612,21225,21410,23210
M83090,DUNROBIN STREET MEDICAL CENTRE,3563,10991,12422,9654,9107,7045,12376,21548,18638
M83092,CROWN SURGERY,7302,22354,26257,24075,24352,22930,25192,9691,14316
M83093,DALE MEDICAL CENTRE,6247,22829,20828,19467,18275,22717,24729,22525,21536
M83094,BROOK MEDICAL CENTRE,14195,9568,10908,9449,8187,5536,11068,23594,14542
M83096,DR KS UPTON'S PRACTICE,6361,19433,19836,16522,15642,17440,24689,19282,18119
M83097,BILBROOK,7566,21140,18156,16924,19971,20020,23751,24828,20431
M83100,DR P D MILES AND DR R VALASAPALLI,3893,12075,13781,10599,8972,8377,13252,19729,19627
M83102,POTTERIES MEDICAL CENTRE,4439,6052,7018,5623,4819,3726,7491,22586,18344
M83103,DR P CRAVEN'S PRACTICE,4140,19458,19794,16628,15696,17497,24602,19450,17963
M83107,BIDEFORD WAY SURGERY,3453,15502,14401,13466,11323,15883,18013,23638,17698
M83108,DR DO YATES' PRACTICE,7475,18879,19795,16386,15632,17554,24893,18016,16654
M83109,DR VK SINGH,2482,16064,15383,14117,11674,14507,18787,20476,19993
M83110,HEATHVIEW MEDICAL CENTRE,2165,10960,11370,11155,5670,10477,11158,17794,24814
M83111,RIVERSIDE SURGERY,1563,13277,13349,13238,8948,11495,13718,17291,22888
M83113,DR KHARE'S SURGERY,2017,13472,13535,13643,8046,12802,12298,17159,26899
M83115,DR AHMAD'S SURGERY,1857,19314,17497,16013,13479,17238,22565,23163,23761
M83117,CROWN MEDICAL PRACTICE,4460,14660,14956,14559,9642,12396,14661,17525,23975
M83121,TEAN SURGERY,6117,23103,23182,20927,19205,21136,26307,20857,18734
M83122,WATERHOUSES MEDICAL PRACT,3256,17416,25056,23775,16493,25671,27700,5070,3868
M83123,BIRCHES HEAD MEDICAL CTR.,6585,11302,12990,10576,8489,6207,12686,25061,16195
M83125,CLAVERLEY,4325,19888,23038,25860,21226,27004,23313,6714,6584
M83126,LONGTON HALL SURGERY,6228,9038,10424,7391,7850,5202,12589,23609,16626
M83127,COBRIDGE SURGERY,4534,4935,5706,5171,5301,3059,5077,20575,10735
M83128,MERTON SURGERY,4598,10702,13210,10438,7114,5599,11095,23171,19064
M83129,HEATH HAYES HEALTH CENTRE,10264,18295,17320,17095,13308,16455,20961,20027,19702
M83130,RED LION SURGERY,4081,15676,14613,13760,11364,14831,18683,21850,19308
M83132,LAKESIDE,5918,26007,24128,22195,20595,25012,27098,20758,25606
M83133,PRACTICE OF DR GT CHAND,2309,9574,10938,8733,7877,6226,10825,21893,17348
M83134,THE SURGERY FODEN STREET,3589,7897,9013,8632,9680,4718,7961,24117,7218
M83138,DRS SHAH SURGERY,5060,19984,20929,17682,18687,10657,21959,22991,22249
M83139,MOSS STREET SURGERY,5019,12203,11430,10581,7850,12055,16733,23156,20326
M83140,HIGHERLAND SURGERY,3998,17532,17348,15092,18020,11742,18081,24337,19782
M83141,KINGSBRIDGE MEDICAL CENTRE,8388,22278,22088,18598,22758,15315,21564,23354,23499
M83143,GOLDENHILL MEDICAL CENTRE,4315,9213,10212,9580,7702,5406,10154,21534,17444
M83146,THE MOORCROFT MEDICAL CTR,8005,7557,8781,7713,6910,4485,8075,23363,12145
M83148,THE PEEL MEDICAL PRACTICE,13769,15390,15614,15384,10882,12988,15305,17406,22700
M83601,BRINSLEY AVENUE PRACTICE,3781,22829,24424,20477,22002,11207,24885,22085,24811
M83608,GREAT WYRLEY HEALTH CENTRE,3597,18889,17804,18077,12087,19657,20773,23316,15923
M83613,WARDLES LANE SURGERY,1974,17944,17044,17111,11303,18722,20118,24472,15774
M83616,DR I RASIB & PARTNERS,8193,16345,14975,13926,11416,15589,19845,22569,20392
M83617,THE SPIRES PRACTICE,9508,21846,19754,18212,17880,20472,23934,21417,23660
M83619,DRS REES & LEFROY,1852,11769,13190,11651,14920,6685,12792,22478,7844
M83623,SNOWHILL MEDICAL CENTRE,4537,6546,7821,9469,6477,4323,7929,17632,7555
M83624,CAMBRIDGE HOUSE,2621,7970,9019,7146,6691,5272,8815,22347,16724
M83625,DR VSR CHADALAVADA,6711,7526,8619,7243,6605,4680,8949,24046,12768
M83627,APSLEY SURGERY,5612,5675,6455,5798,5593,3632,6316,20579,12660
M83629,DRAYTON ROAD SURGERY,3220,7993,10089,7766,6054,4381,8601,23823,15906
M83631,PRACTICE OF DR BD PATEL,2960,7625,9499,7606,5776,4367,8758,22771,15973
M83632,TRINITY MEDICAL CENTRE,4115,21090,21485,16924,17772,17284,21577,21370,24591
M83637,CHADSMOOR MEDICAL PRACTICE,4071,11153,10272,9273,6870,11710,16988,22853,20861
M83638,THE COLLIERY PRACTICE,13877,15401,14203,13590,10976,14974,18064,21562,19494
M83639,DR A YI,3146,14550,13720,12465,10273,13436,18433,20890,20431
M83640,ALTON SURGERY,2446,23417,24855,23377,22153,23109,28631,15424,10314
M83641,MILL VIEW SURGERY,1953,19395,20643,19652,15500,19440,26893,19538,11038
M83650,DR BOSE & DR BOYAPATI'S PRACTICE,2283,6579,7481,6715,6224,4564,7298,19803,12776
M83661,ADDERLEY GREEN SURGERY,1851,9644,11588,9115,6732,5434,11240,23471,18112
M83662,NEWHALL STREET SURGERY,2298,15033,14059,13079,11281,14570,17256,22684,18258
M83665,R J MITCHELL MEDICAL CENTRE,4402,14005,14059,12154,9586,9736,16173,26349,22736
M83668,TAMAR MEDICAL CENTRE,3631,23845,21986,20494,20097,22814,25664,20386,23030
M83669,DR SONNATHI'S SURGERY,4067,5712,6328,5695,5339,4109,7737,19228,13896
M83670,KEELE PRACTICE,6655,25740,26754,26281,24627,20382,22421,25965,14154
M83678,PRACTICE OF DR HA TALPUR,2167,18899,19573,16271,17619,10275,20894,24216,21167
M83680,NORTHGATE SURGERY,5423,19825,22022,21820,17828,18805,20799,15836,13293
M83681,ALL SAINTS SURGERY,7696,10483,12122,13638,7842,11370,12765,18596,5755
M83682,LUCIE WEDGWOOD HEALTH CTR,5973,5861,7160,6145,5695,4043,6085,21726,10648
M83691,BETLEY SURGERY,1847,25506,27815,24933,26732,22499,27922,11759,15511
M83692,FULFEN PRACTICE,6323,21488,19682,17827,15349,19888,23927,23501,23096
M83693,TRI-LINKS MEDICAL PRACTICE,6201,15559,15965,15101,9947,13246,16384,17473,23233
M83695,THE HIGH RIDGE SURGERY,1151,9524,11169,8654,7263,6462,10314,19645,18613
M83697,MILEHOUSE MEDICAL PRACTICE,2168,10773,11370,9674,9186,7338,12911,25732,17843
M83698,SOUTHFIELD WAY SURGERY,2994,18199,17168,17639,11583,19032,20093,23411,16178
M83700,FIVE TOWNS GP SURGERY,3414,5377,6668,8902,5248,3700,6779,16612,7036
M83701,TALKE PITS CLINIC,3677,13530,14478,10163,8409,8836,18989,27905,25036
M83703,BRERETON SURGERY,4151,17246,16526,15049,10113,15713,20267,25142,20278
M83705,DR YANNAMANI'S SURGERY,1925,14646,14642,14646,9137,13777,13588,17020,26097
M83706,DR VIJE'S SURGERY,2073,13010,12897,13074,7846,12423,12129,17404,27064
M83708,WESTON COYNEY MEDICAL PRACTICE,1390,11147,13210,10129,7600,7111,13268,20024,19109
M83709,BADDELEY GREEN SURGERY,5344,19685,21347,17644,14843,11798,20707,25870,19473
M83711,TRENTHAM MEWS MEDICAL CENTRE,3346,21129,22177,19035,20171,11085,22516,23177,21567
M83712,PRACTICE OF DR AK SINHA,2702,6748,7739,6912,5372,4535,8183,22008,13981
M83713,DR H P BORSE & PARTNER,4921,9811,11289,8770,7849,6723,10524,19622,18844
M83714,PRACTICE OF DR SB KULKARNI,1331,10172,11758,10556,13071,5917,11119,21884,6507
M83715,FEATHERSTONE,4668,15438,15151,14944,12724,13537,16935,21816,14729
M83717,NORTON CANES SURGERY,3048,16437,15571,15310,10256,15789,19340,24552,17282
M83718,PEEL CROFT,3273,12435,13841,13041,10773,11221,13390,19301,9065
M83719,RAWNSLEY SURGERY,4300,17328,16442,14972,13486,14579,22399,17376,20749
M83722,DR M MURUGAN,3597,14938,14247,12894,10736,13556,18108,20867,20553
M83723,LOOMER ROAD SURGERY,2908,9923,9830,7760,6563,7280,16250,27860,21173
M83725,PRACTICE OF DR JA MIR,3117,5113,5482,3818,5027,3049,9899,23773,19087
M83726,KING STREET,4092,12089,13809,15045,9121,12383,13508,18206,7322
M83727,NORTON CANES PRACTICE,4126,17150,16231,16387,10707,16321,19629,24337,17401
M83733,DRS YARRA & JOHN,2450,17684,18132,18237,11110,15653,18771,14506,22308
M83738,AELFGAR SURGERY,5064,17353,17218,15238,11393,14906,17535,23445,19540
M83739,PACKMOOR MEDICAL CENTRE,3500,17089,17814,15217,14025,11028,16705,16949,23295
M84001,RED ROOFS SURGERY,15219,14231,14306,13319,12618,12283,12803,18757,17575
M84002,POOL MEDICAL CENTRE,6268,19695,19063,18899,16610,18097,19418,18546,18105
M84003,ARBURY MEDICAL CENTRE,9570,12432,13058,12076,8200,11407,10286,21509,17196
M84004,WHITEHALL MEDICAL PRACTICE,13808,21532,20806,20671,19389,20419,17121,18038,19415
M84005,DR CHAUDHURI'S PRACTICE,2350,12136,12770,11766,8356,11204,10499,19395,16976
M84006,PEAR TREE SURGERY,10529,20431,21059,21283,11887,19411,21976,17213,19085
M84007,POLESWORTH & DORDON GROUP PRACTICE,11847,19421,18295,18285,11721,21010,21899,21785,15575
M84008,SPRING HILL MEDICAL CENTRE,10229,14362,15601,14234,10214,13337,13721,15873,18356
M84009,FENNY COMPTON SURGERY,5395,20054,26995,28295,26767,27155,26593,4011,3437
M84010,AVONSIDE HEALTH CENTRE,8983,20999,20014,19729,22464,18674,17900,17490,17613
M84011,DR SINGH & PARTNERS,13475,12678,13364,11494,9500,12048,12676,19319,15641
M84012,PARK LEYS MEDICAL PRACTICE,12489,13654,15060,14600,12914,13541,12796,17669,11251
M84013,CASTLE MEDICAL CENTRE,12261,27802,26512,27235,28852,24208,24314,18374,20821
M84014,BRIDGE HOUSE MEDICAL CENTRE,9745,24263,23372,23238,25387,24333,21451,15612,17380
M84015,CROFT MEDICAL CENTRE,10706,20129,19251,19279,18872,16135,16652,19540,20734
M84016,WOLSTON SURGERY,4241,22872,21130,22117,20722,23419,15046,20701,17562
M84017,CLARENDON LODGE MEDICAL CENTRE,12952,23287,23703,23696,27193,20798,16762,16218,16518
M84018,BIDFORD HEALTH CENTRE,10923,20371,20449,20563,21048,22389,22553,9757,12914
M84019,THE ATHERSTONE SURGERY,15138,15347,16488,15449,11650,14774,15259,17067,19067
M84020,CLIFTON ROAD SURGERY,13285,20703,19652,20103,18280,20373,16676,18477,18614
M84021,ROTHER HOUSE MEDICAL CENTRE,13240,23428,22499,22447,24309,23829,21055,15501,17320
M84022,MANOR COURT SURGERY,9201,11562,11947,11023,10260,10835,9600,19919,14955
M84023,CENTRAL SURGERY,20069,19847,18580,19483,16998,19862,15901,18176,19285
M84024,HENLEY-IN-ARDEN MED CTR,6775,21586,22734,24566,23295,22632,17519,12205,12211
M84025,SHIPSTON MEDICAL CENTRE,11211,23395,23784,25504,24381,25173,28428,12137,15529
M84026,SOUTHAM SURGERY,8104,24504,22480,23010,23389,23674,21948,19619,16260
M84027,LEICESTER ROAD,2523,11552,12361,10770,8392,11031,12065,19015,15471
M84028,PRIORY MEDICAL CENTRE,13759,22722,20861,21071,22640,19740,21413,17620,19862
M84029,CUBBINGTON RD SURGERY,7037,24180,23857,23014,23903,19894,20581,19013,21421
M84030,HASTINGS HOUSE SURGERY,10766,23042,24019,24393,24844,22652,25397,8569,17802
M84031,REVEL SURGERY,5756,19705,23258,23623,22524,23983,19124,5698,12810
M84032,WATERSIDE MEDICAL CENTRE,11702,19730,20370,20676,21812,16441,13796,17645,16141
M84034,WHITESTONE SURGERY,2014,21792,21352,19363,18733,17872,19070,20468,24465
M84035,WESTSIDE MEDICAL CENTRE,10493,18832,17857,18525,16128,19141,15614,17608,18335
M84036,ABBEY MEDICAL CENTRE,13385,27689,26473,27283,28761,24260,24225,18077,20553
M84037,THE GRANGE MEDICAL CENTRE,10290,23840,24201,21436,23820,17479,20128,18845,22715
M84038,CAPE ROAD SURGERY,4600,22149,20559,20946,22830,19518,20454,16066,19070
M84040,SHERBOURNE MEDICAL CENTRE,9678,21458,21864,22008,24215,18783,15158,17236,16430
M84041,RIVERSLEY ROAD SURGERY,4437,13123,13183,12333,12167,11591,11633,19812,15501
M84042,HAZELWOOD GROUP PRACTICE,9723,19889,22488,23149,17780,20304,17388,15574,7874
M84043,TRINITY COURT SURGERY,16630,23523,23725,24070,25455,24629,21728,12301,16085
M84044,HARBURY SURGERY,5792,26077,25820,25037,23826,27345,23958,21634,16570
M84045,DR REILY & PARTNERS,6261,12491,13192,11322,9293,11847,12683,19188,15723
M84046,DUNCHURCH SURGERY,7586,26380,26417,26096,27333,26474,21056,15531,21779
M84047,TANWORTH-IN-ARDEN MED CTR,4247,24192,27934,29108,25497,26657,16329,6572,17429
M84048,SATIS HOUSE,3918,21879,25835,26227,20021,22684,16495,14248,7370
M84049,ALCESTER HEALTH CENTRE,5281,21804,20667,21256,22173,23193,24326,12952,15964
M84050,MARKET QUARTER MEDICAL PRACTICE,6558,19820,18853,19504,17546,19904,15864,18156,17896
M84051,OLD MILL SURGERY,10982,15365,15407,14259,13794,13222,13372,19500,17771
M84055,STOCKINGFORD MEDICAL CENTRE,2593,14013,14686,13191,9983,12173,11011,21729,18187
M84057,THE CHAUCERS SURGERY,2758,13636,13351,12710,11808,12084,13136,17973,18418
M84059,SPA MEDICAL CENTRE,3717,18960,19236,19036,20258,15330,13687,18798,17456
M84060,THE ARROW SURGERY,4976,20364,19463,19921,20499,22004,23386,12984,16045
M84061,BULKINGTON SURGERY,5418,20233,21461,19472,16359,18318,17961,16691,19604
M84062,VALE OF RED HORSE,4678,21391,23108,24994,26356,25759,28473,7026,7341
M84063,THE NEW DISPENSARY,6472,24027,21857,23471,25022,21678,20361,15904,20937
M84064,WHITNASH MEDICAL CENTRE,5581,23379,21739,21872,18945,18270,18829,21687,23837
M84065,BEECH TREE MEDICAL PRACTICE,3799,18402,17433,18074,16017,18396,14995,18552,17258
M84066,MEON MEDICAL CENTRE,3622,23778,21585,24005,22392,26673,26813,19026,8863
M84067,BENNFIELD SURGERY,7712,20553,19437,19976,17678,20398,16754,18209,19237
M84068,ALBERT STREET MEDICAL CENTRE,6793,19496,18396,19359,16601,19493,16666,17696,19421
M84069,BUDBROOKE MEDICAL CENTRE,4184,25523,28031,26832,29661,26186,24796,6128,19354
M84070,WARWICK GATES FAM.HTH.CTR,6756,26857,25869,25426,25562,23986,19495,17419,25505
M84603,LISLE COURT MEDICAL CTRE,4323,16497,17121,17965,16129,12999,11824,17174,16607
M84608,STUDLEY HEALTH CENTRE,1962,19578,19347,19174,16592,17969,19205,17334,18673
M84609,WOODLANDS SURGERY,3201,13508,14458,12656,10717,12765,12083,17830,15682
M84612,STATION STREET SURGERY,2941,14711,15465,14819,10005,14687,15359,18228,17798
M84615,CHANCERY LANE SURGERY,5480,13145,13721,12580,8977,11576,10836,19906,17282
M84616,BROOKSIDE SURGERY,3517,24828,24594,25394,26319,22713,21648,15893,18007
M84617,ARDEN MEDICAL CENTRE,2982,24058,23282,23197,25380,24268,21824,15508,16906
M84618,RUGBY ROAD SURGERY,3447,14917,15480,14172,11245,14008,14822,18616,16958
M84620,LAPWORTH SURGERY,2465,20873,27960,28839,28369,27262,15789,6394,6652
M84621,QUEENS ROAD SURGERY,2707,10187,10252,9715,10368,10057,8481,19984,12363
M84624,CHAPEL END SURGERY,2102,10823,11478,10646,7458,10527,9244,19573,15528
M84627,THE OLD COLE HOUSE PRACTICE,2854,11909,12735,10808,8883,11440,11782,19254,15412
M84629,ST WULFSTAN SURGERY,3819,24298,23116,23877,24377,24154,22398,17104,15673
M85001,CASTLE VALE PRIMARY CARE CENTRE,4540,3170,4036,3471,3169,2763,11170,6078,13399
M85002,HANDSWORTH WOOD MED.CTR.,16790,6320,7509,8819,10505,8800,9082,5434,4431
M85003,M M P SOUTH BIRMINGHAM,13046,8592,9915,9744,17713,8431,9498,10498,4312
M85005,THE PARK MEDICAL CENTRE,8411,3002,2746,4600,3224,6740,15531,4038,3069
M85006,GREEN RIDGE SURGERY,7653,6025,6201,6738,11573,6324,8344,7572,5196
M85007,WEST HEATH SURGERY,4598,7146,7888,7412,9020,7243,9064,9301,9514
M85008,THE POOLWAY MEDICAL CENTRE,2715,2949,3314,3649,3363,4812,7813,6684,5827
M85009,HAMSTEAD ROAD SURGERY,4767,7896,7695,7848,11306,9608,10388,11062,5795
M85010,VITALITY GROVE LANE,2193,6052,5755,6997,8717,9032,9905,7513,4865
M85011,THE SWAN MEDICAL CENTRE,8296,6889,8690,8804,9023,8770,12451,6207,2412
M85013,CHURCH LANE - KHAN,2827,2675,3014,3405,3219,5322,7853,6371,4453
M85014,KINGSBURY ROAD MEDICAL CENTRE,3022,3935,5207,4411,7319,5256,8923,6285,2397
M85015,SPARKHILL SURGERY,6117,5361,5098,6613,8229,8836,14290,5648,3442
M85016,DR KT PRASAD'S PRACTICE,5457,5786,6842,6832,7502,6112,11119,9164,3731
M85018,YARDLEY WOOD HEALTH CENTRE,9493,8527,9144,9165,12320,7901,10739,8557,6361
M85019,TOWER HILL PARTNERSHIP,13913,12053,13192,14841,16014,12878,18302,11021,2914
M85020,NEWTOWN HEALTH CENTRE,11242,2435,2046,3056,4925,7344,7845,3526,6686
M85021,MOSELEY MEDICAL CENTRE,2572,7578,8739,8983,18671,8078,9596,7132,4520
M85023,MILLENNIUM MEDICAL CENTRE,9092,4120,4411,4825,8222,4886,5649,6851,6367
M85024,THE LIMES MEDICAL CENTRE,6086,2289,1995,3256,3861,5952,10058,3807,3796
M85025,BATH ROW MEDICAL PRACTICE,10468,8517,13125,14607,17062,7852,9131,3311,5396
M85026,DR AP BLIGHT'S PRACTICE,16045,21778,23933,22163,23178,16802,24982,9489,14736
M85027,LEACH HEATH MEDICAL CENTRE,8801,9588,9660,9796,10292,8299,10185,11992,13766
M85028,LORDSWOOD HOUSE GROUP MEDICAL PRACTICE,24586,11666,13349,13240,20417,11215,12119,9101,6154
M85029,GRANTON MEDICAL CENTRE,8262,12196,13823,12502,22510,10289,13433,10252,6690
M85030,NORTHFIELD HEALTH CENTRE - ROSS,10608,7587,8447,8886,10402,8127,8471,9170,6465
M85031,THE HARLEQUIN SURGERY,11765,5349,5937,5326,4857,5973,6257,10809,10047
M85033,THE MANOR PRACTICE,15287,20647,21915,20816,25232,16482,23231,11759,12121
M85034,OMNIA PRACTICE,16668,2896,2997,4038,3538,6223,14826,4439,2847
