PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Index of Multiple Deprivation (IMD),Practice_code_weighted_tot_of_Income,Practice_code_weighted_tot_of_Employment,"Practice_code_weighted_tot_of_Education, Skills and Training",Practice_code_weighted_tot_of_Health Deprivation and Disability,Practice_code_weighted_tot_of_Crime,Practice_code_weighted_tot_of_Barriers to Housing and Services,Practice_code_weighted_tot_of_Living Environment
P81067,THE HEALTHCARE CENTRE,13693,18446,19225,18504,20180,10961,17383,23493,16978
P81069,PENDLESIDE MEDICAL PRACT,9667,21204,22474,19488,22821,19995,22472,21125,12754
P81070,PENDLE VIEW MEDICAL CTRE,6398,11987,12545,11670,12752,7995,12834,26990,9963
P81071,THE NEW HALL LANE PRACTICE,7324,5360,6102,6397,5686,3715,5958,24693,8774
P81072,GLENROYD MEDICAL CENTRE,14852,9457,10316,9174,12156,4495,9642,29902,9747
P81073,CLEVELEYS GROUP PRACTICE,10838,14269,14055,11401,15880,7894,16779,27807,16291
P81074,HIGHFIELD SURGERY,14040,8843,10048,9015,10192,4402,9227,29575,8188
P81076,SANDY LANE SURGERY,11610,18831,18719,16392,17746,14146,19001,24638,17227
P81077,HOLLAND HOUSE SURGERY,10752,23929,21737,19968,25836,17125,24043,24037,21957
P81078,BARNOLDSWICK MED CTR,11560,15364,17953,17941,12528,10992,23813,27584,4743
P81079,THE THORNTON PRACTICE,9555,19360,17542,15636,19630,12180,20913,27271,21095
P81081,ARNOLD MEDICAL CENTRE,4460,8963,10219,8968,10429,4654,8871,29809,8660
P81082,THE RYAN MEDICAL CENTRE,10445,19664,20102,18664,18501,14713,19629,24134,14732
P81083,ROSLEA SURGERY,8622,20470,20735,19709,19158,15271,19489,24456,14884
P81084,HALL GREEN SURGERY,7100,19898,18498,16175,21617,13815,17020,22138,25124
P81085,YORK BRIDGE SURGERY,7114,11389,12565,10943,14069,6046,10446,23828,10426
P81086,BROADWAY MEDICAL CENTRE,10062,9651,10270,7957,9158,6075,10974,28978,16632
P81087,THE OVER-WYRE MED.CTR.,11110,18367,17899,15144,17499,12466,26970,19850,18835
P81088,WHITWORTH MEDICAL CENTRE,7024,12941,13128,10709,13686,8589,14296,23214,13388
P81089,THE MOUNT VIEW PRACTICE,12045,7684,8459,6718,8082,5074,7842,30172,12189
P81091,OWEN ROAD SURGERY,9013,11250,12353,11633,13867,7465,9274,22238,11114
P81092,THE CRESCENT SURGERY,8537,14643,14392,11816,16275,8182,16793,27609,16462
P81093,THE GEOFFREY STREET SURGERY,1917,5206,5997,6582,5745,3489,5619,24813,7998
P81095,THURSBY SURGERY,7524,10060,11575,9809,10938,5836,9524,24403,10243
P81096,PARBOLD SURGERY,6958,26998,26286,26350,29186,17057,25874,20349,19767
P81099,DR THM MACKENZIE & PARTNERS,10056,17924,18557,16536,21312,11104,17240,24828,12335
P81100,THE CASTLE MEDICAL GROUP,14459,21173,22908,20042,23041,20414,22956,20556,12374
P81103,DR D C PATEL & PARTNERS,9029,18130,18475,17042,20196,10586,20525,21652,20487
P81104,OXFORD ROAD MEDICAL CTRE,4278,8333,10083,8074,9942,4748,8483,23572,8837
P81107,STONEBRIDGE SURGERY,7838,24361,26280,25922,26092,18944,25382,19039,14168
P81109,DR S AHMED'S PRACTICE,5351,11928,14325,11783,13661,7136,9255,27451,10836
P81112,BEACON PRIMARY CARE,11526,11854,11383,10671,12655,8222,13209,16248,23365
P81113,PARK VIEW SURGERY,5943,23894,24537,23880,23088,18834,27706,19569,12796
P81115,BLOOMFIELD MEDICAL CENTRE,11920,4416,5311,4921,6075,2309,4310,29225,4775
P81117,CENTRAL PARK SURGERY,4271,17175,17163,15183,15794,12943,17988,25451,15378
P81118,ILEX VIEW MEDICAL PRACTICE,7014,14375,14275,12902,17577,9954,15881,22842,12093
P81119,DOCLANDS MEDICAL CENTRE,6776,13211,14611,15184,15382,7171,13352,26191,10820
P81121,BIRLEYWOOD HEALTH CENTRE,1769,6661,6387,5979,7361,6096,5727,13565,23632
P81123,PENDLE VALLEY PMS 2,20576,6769,7744,6917,7259,4599,9495,27317,6227
P81125,DR IJ MOODIE'S PRACTICE,9943,14955,15762,14489,16067,11388,14525,22147,12599
P81127,CHORLEY HEALTH CENTRE - GALE,4020,15209,15712,13975,17159,9403,13922,24543,14746
P81128,KIRKHAM HEALTH CENTRE,8575,21707,21128,19101,20039,14754,25083,24561,20448
P81129,ASH TREE HOUSE SURGERY,10710,22177,21693,19554,20683,15410,25147,23419,20698
P81130,PADIHAM GROUP PRACTICE,12594,11114,12359,10733,11848,7133,11995,24496,11179
P81132,DR DM DOHERTY & PARTNERS,9167,11273,11515,9769,14223,7087,15694,23021,10857
P81133,THE VILLAGE PRACTICE,8893,18626,16806,15038,18891,11690,20701,27674,20240
P81134,KIDDROW MEDICAL PRACTICE,4033,12865,14844,12571,13358,7488,10592,24076,12533
P81136,DR A BISARYA,2516,11509,11270,9838,11821,7859,13937,18371,22560
P81137,BURNLEY WOOD MEDICAL CENTRE,5907,8210,9912,7816,10105,4641,8033,23708,8816
P81138,BURSCOUGH FAMILY PRACTICE,2772,20509,19621,17511,21449,14252,26275,18000,19728
P81140,DR E AHMED'S PRACTICE,7894,11285,13570,11134,12975,6599,9337,27474,10157
P81143,WHITTLE SURGERY,8968,23094,23765,21595,25085,15015,23260,19173,19377
P81146,MYRTLE HOUSE,5655,10762,12414,9981,12744,5381,11924,28700,9179
P81147,BLACKBURN RD MEDICAL CENTRE,3799,6895,8314,6761,8289,3734,9110,28737,6789
P81149,THE LOCKWOOD AVENUE SURGERY,6350,22968,21026,20411,24903,15039,19718,26054,20656
P81150,CLIFTON MEDICAL PRACTICE,5442,16747,16086,12374,22938,11137,18320,28200,15115
P81152,DRS G A & A ROBB,6598,16655,18165,17324,19630,10046,15249,25152,12203
P81153,THE WESTGATE MED PRACTICE,8246,11355,12394,10475,13355,5815,10999,23253,13100
P81154,GRANVILLE HOUSE MED CTRE,8307,21565,20541,19524,22913,14622,21968,25176,14812
P81155,DR TL PHILLIPS' PRACTICE,4013,18826,19559,17476,19908,14787,17963,21006,16609
P81157,FERNBANK SURGERY,9880,23226,21091,19135,24041,16545,25426,22239,23017
P81159,STONYHILL MEDICAL PRACTICE,8620,7473,8774,7601,9369,3773,7342,29030,6738
P81160,OSWALD MEDICAL CENTRE,8477,7678,9399,7551,9016,4051,9272,28504,7630
P81163,THE ST PAULS SURGERY,2077,7910,8793,9042,8959,5231,9345,24855,7204
P81165,IGHTENHILL MEDICAL CENTRE,2206,9696,11320,9455,10803,5784,8067,25354,10215
P81166,DR BELLO'S SURGERY,2474,8695,10739,8466,10365,4316,10346,29048,6735
P81167,DR MK DATTA'S PRACTICE,5136,6619,7464,7043,6193,4355,8590,24772,9960
P81169,FISHERGATE HILL SURGERY,6027,12462,13453,13288,14390,7905,14752,24530,7616
P81170,DR MALIK & PARTNER,4605,5535,6568,5651,5699,3917,9236,27127,5222
P81171,THE EUXTON MEDICAL CENTRE,4245,25522,24540,21731,25829,14317,29409,28157,23636
P81172,NEWTON DRIVE HEALTH CENTRE,8221,10641,10917,10240,12489,5847,9170,28075,12634
P81173,CROSTON MEDICAL CENTRE,4009,24868,25021,24621,23632,17607,26479,21620,17263
P81176,MOOR PARK SURGERY,4417,13276,15669,15720,14988,7589,11495,26861,9097
P81177,VIRAN MEDICAL CENTRE,2695,23654,22518,20629,20539,14954,29325,23210,21470
P81179,LOSTOCK HALL MEDICAL CTR.,3864,20415,20438,18401,18542,16167,20426,24383,14059
P81180,CLAYTON BROOK SURGERY,3367,10512,11002,8456,11700,6819,11671,23297,21000
P81181,KINGSFOLD MEDICAL CENTRE,3952,19540,17711,16557,19571,14613,20988,28412,17973
P81182,RICHMOND MEDICAL CENTRE,6200,4793,6161,5318,5684,2788,8093,28354,4539
P81184,RIBBLETON MEDICAL CENTRE,8087,5374,6402,6073,4777,3453,3991,25353,14158
P81185,RIVERSIDE MEDICAL CENTRE,11347,23060,24134,22115,22743,17925,22209,22890,14961
P81186,MOSS SIDE MEDICAL CENTRE,4323,17152,17056,14096,16321,12862,16918,23800,21626
P81190,LANDSCAPE,7008,23350,25468,24629,26296,17779,29496,12240,13989
P81191,QUEENSWAY MEDICAL CENTRE,9337,23292,21364,20479,24940,15468,20451,25870,20991
P81196,ISSA MEDICAL CENTRE - PATEL,10383,7792,8299,8960,8411,5428,9573,25984,7053
P81197,ROSEGROVE SURGERY,4520,10244,12174,10170,10804,6073,8684,24534,10554
P81201,ASHURST PRIMARY CARE,4859,10877,9923,8865,11203,7652,9531,17731,28407
P81204,DR DC MATHUR & PTNR,4803,9983,11056,10053,10086,6806,10909,25521,10754
P81208,DR SK SUR,9117,5691,5416,5079,6446,5543,5015,12860,23533
P81210,PARK MEDICAL PRACTICE,6201,16339,15593,12171,22144,10840,18125,28224,14996
P81212,DR MOUJAES,4994,14548,14845,13545,18070,8853,15259,26272,10094
P81213,ST.MARY'S HEALTH CENTRE,16637,16990,18884,19238,16060,11695,17049,26084,11441
P81214,DR DG GEBBIE'S PRACTICE,4546,14667,15871,14428,15939,10103,11714,24366,12330
P81215,ROSEHILL SURGERY,6131,9593,11410,9176,10879,5378,8412,23530,10820
P81218,THE CLAYTON MEDICAL CTR.,6650,11144,12832,10359,13530,5352,12536,27507,9423
P81607,THE MONTAGUE PRACTICE,6347,9668,10679,9659,10516,6722,9872,24640,9674
P81620,SLAIDBURN HEALTH CENTRE,1031,18270,29240,25643,24047,25344,26729,4908,2679
P81622,DR IH BHOJANI'S PRACTICE,5512,6828,6828,7047,6264,5189,12898,25246,7828
P81624,STRAWBERRY GARDENS MEDICAL PRACTICE,6649,11554,12128,10503,14226,6307,11292,23750,12021
P81633,SPRING-FENISCO HEALTHLINK,3112,15188,17261,14681,16780,9239,12997,25479,12370
P81634,COLNE CORNER SURGERY,3433,9524,10974,10085,10842,6421,9353,26428,7529
P81642,MEDICARE UNIT SURGERY,2806,20235,20331,18174,18105,15942,20528,24151,14355
P81643,DR Z BUX'S PRACTICE,6569,7378,7220,7557,6678,5971,12207,25435,8428
P81646,LATHOM HOUSE SURGERY,4547,21326,20368,18190,22214,14642,26348,18604,20160
P81647,DR JN JHA,1817,10326,10920,11512,11065,6942,12476,26291,7545
P81655,CROSTON VILLAGE SURGERY,3150,25096,24885,24943,24165,18419,27067,21496,16365
P81659,THE ROYLE,3818,12313,14656,12367,12431,7368,13979,29613,7329
P81664,THE PARK MEDICAL PRACTICE,13962,12262,13095,12629,13799,6998,11270,26442,12887
P81667,ST WALBURGE'S MEDICAL PRACTICE,1694,11603,13658,14749,11996,6734,12294,24565,9095
P81668,FLEETWOOD SURGERY,4538,8851,9334,7492,9027,5672,9945,29384,14773
P81674,STANLEY COURT SURGERY,5327,20993,19866,17568,21937,14170,26733,18820,20625
P81681,DR PARR-BURMAN'S SURGERY,11645,10631,11193,9169,13515,5047,12579,28666,11999
P81683,DR A ALAM'S PRACTICE,7523,7697,7494,7839,7084,6275,11718,25969,8327
P81684,DR DP CHARLES' PRACTICE,4427,8601,9860,8557,10498,4286,8519,29167,7921
P81685,DR SZ SHAHID,2535,9538,10042,10304,10662,6419,11052,25909,8426
P81686,ROSSENDALE VALLEY MEDICAL PRACTICE,2363,14128,14528,13171,17701,8701,14845,25902,9912
P81687,NEW LONGTON SURGERY,1629,28486,25043,25355,27218,21397,29975,26870,21335
P81689,EAVES LANE SURGERY,2013,10688,11291,10267,11849,7247,10534,28065,9748
P81690,BELLE VUE SURGERY,1740,9218,9663,7691,9371,5854,10407,29221,15026
P81691,BEECH DRIVE SURGERY,2121,24990,25297,23284,27060,15621,24460,24409,18784
P81692,BEECHES MEDICAL CENTRE,1535,26815,24436,23670,24531,21388,28343,23462,20860
P81694,FAMILY PRACTICE,2032,9155,10046,9154,9750,6351,9677,24597,9862
P81695,AUGHTON SURGERY,5736,25371,25347,22137,27700,16489,25596,17719,24393
P81699,STONE BRIDGE HOUSE,2313,11788,14234,10917,13718,5618,12418,28845,9079
P81700,COTTAM LANE - DR NATH,1855,14518,15418,14722,16168,8108,13157,26461,14807
P81701,PRESTON ROAD SURGERY,3352,15549,16356,13118,17236,9989,17095,21050,20748
P81704,DR I TIMSON'S PRACTICE,5003,13757,14242,13066,14455,10651,15399,22454,13296
P81707,DR N NAGPAL'S PRACTICE,5510,6042,6461,6752,5798,4508,9406,24328,10183
P81709,ROMAN ROAD HEALTH CENTRE,4232,5541,6185,5391,5864,2907,10863,25161,16974
P81710,TARLETON GROUP PRACTICE,7843,24896,23527,21846,22025,15475,29443,23739,22980
P81711,DILL HALL SURGERY,2611,9930,11549,9408,12170,5233,11334,27435,8765
P81712,DR AM HIRST'S PRACTICE,3407,12522,14987,12458,14145,7329,9706,27394,11042
P81713,DR G CELIKKOL'S PRACTICE,2437,7537,7282,6516,8795,4726,7663,24746,17109
P81714,ABBEY DALE MEDICAL CENTRE,3582,10568,11231,10539,11273,5776,12803,27787,10704
P81721,DR P JAGADESHAM'S PRACTICE,1637,10705,12934,10903,12548,6340,8221,28104,10192
P81722,ASHFIELD MEDICAL CENTRE,2933,10054,10386,8508,12919,4250,14122,29065,14906
P81724,PRINGLE STREET SURGERY,1805,5335,5874,6653,4447,4537,9279,24791,7469
P81726,KING STREET MEDICAL CTR,2000,6764,8230,6704,8523,3609,8792,28486,6166
P81727,COUNTY ROAD SURGERY,2072,18971,17970,17192,20187,12230,20270,21733,19802
P81730,GREAT HARWOOD MEDICAL GROUP,8336,12842,15093,12751,13425,7502,14245,29364,7885
P81731,DR JEHANGIR (SH),2662,5925,6980,6078,6013,4163,9356,27212,5328
P81732,HARAMBEE SURGERY,4073,18409,20911,19496,22445,11657,18235,25840,6518
P81733,ECCLESTON HEALTH CENTRE,4294,27644,26941,26788,24401,19106,26191,25483,19929
P81734,THE CORNERSTONE PRACTICE,17026,6957,8182,7038,7363,3926,8963,26408,10590
P81735,DR A HUSSAIN,2806,3550,4433,4577,3255,2317,3307,23172,14847
P81736,WHITEFIELD HEALTHCARE,3748,6197,7190,6259,6472,4244,10156,27259,5364
P81737,THE OLD LINKS SURGERY,1986,19082,17472,14773,21972,12675,20233,28216,18273
P81738,GREAT HARWOOD HEALTH CENTRE,1263,11560,13707,11567,12185,6809,13525,29312,7239
P81740,ADLINGTON MEDICAL CENTRE,1736,20368,19697,18532,21796,13960,20932,24023,14816
P81741,STATION SURGERY,2758,17333,17728,15486,15793,13469,17969,25928,13623
P81742,BEECHWOOD SURGERY,2496,19483,17692,15432,20172,12015,21062,27795,21434
P81746,CUNLIFFE MEDICAL CENTRE,3357,15122,15853,14228,16907,9828,13456,24738,13630
P81748,BRIARWOOD MEDICAL CENTRE,5671,16485,17483,16648,18327,9598,14087,27150,14533
P81749,ABBEY SURGERY,1501,8304,9470,7806,10845,4209,10959,27245,8128
P81750,FRENCHWOOD SURGERY,1986,9122,9492,9682,9213,6270,14327,24895,6456
P81754,VICARAGE LANE SURGERY,2518,6510,7458,6940,7585,3031,7973,29468,8405
P81755,CABIN SURGERY,4489,11652,13670,11552,13305,5872,11755,31312,7096
P81756,DANESHOUSE MEDICAL CENTRE,3538,2873,3785,3577,3737,2541,5161,17340,2850
P81757,BARROWFORD SURGERY,3422,20542,21470,21182,22187,13830,20822,23510,11167
P81758,MATTHEW RYDER CLINIC,2671,20387,19159,16567,21768,13733,17591,23056,24777
P81760,GORTON MEDICAL CENTRE,3641,1987,2293,2191,3721,1040,2876,28141,3508
P81762,CARLETON PRACTICE,3401,22603,21061,19493,23880,14376,21613,26961,20055
P81763,DR HP CHAKRABARTI,1941,7254,7747,8404,7985,5478,9830,25243,5607
P81764,DR J MODHA,2307,10546,10056,9035,10574,7240,12951,17271,23863
P81769,LOSTOCK HALL VILLAGE SURGERY,1371,20731,20913,18737,18935,16555,20490,23792,14347
P81770,AVENHAM LANE PRACTICE,2932,5594,7144,7300,7767,3363,7466,23778,4299
P81771,DR RC RAUTRAY'S PRACTICE,4848,9113,9500,9015,9101,6664,11978,24778,10652
P81772,NORTH MEOLS MEDICAL CENTRE,2993,14170,14252,11613,15171,11236,21421,11086,17045
P81774,DR A LITTLER,2140,10829,10267,9155,10885,7473,12844,17427,24168
P81778,DR A K JHA (SH),2794,8888,10252,9501,10246,6199,9164,26875,6893
P81780,RIVERSIDE FAMILY PRACTICE,4349,4339,5459,4906,5447,3125,5256,20429,4658
P81785,MEDICOM LTD,2134,12656,13455,13114,13687,7728,11927,25085,13474
P82001,THE DUNSTAN PARTNERSHIP,10542,9779,10536,8919,10779,7056,10029,18228,14305
P82002,PIKES LANE 1,8301,8246,8032,7758,10163,6923,9673,17385,10933
P82003,KILDONAN HOUSE,14471,17242,16927,15841,20148,11663,19472,19061,16160
P82004,SWAN LANE MEDICAL CENTRE,8032,6815,6268,6679,8199,6320,9597,16791,9906
P82005,STABLE FOLD SURGERY,7437,19237,18488,17165,19415,13437,21455,20982,18075
P82006,DR MALHOTRA & PARTNERS,7574,15771,15409,14108,18233,10507,19248,19824,15464
P82007,KEARSLEY MEDICAL CENTRE,12770,11048,11711,10372,11723,7552,12825,18873,11683
P82008,STONEHILL MEDICAL CENTRE,13948,6192,6454,5548,7534,4089,8428,20239,11016
P82009,ST HELENS ROAD PRACTICE,5956,11129,11468,10484,12893,8441,9447,21476,12160
P82010,DALEFIELD SURGERY,6157,9292,9657,8621,11639,7015,9596,20460,9489
P82011,TONGE FOLD HEALTH CENTRE,5899,10266,10998,9698,11801,7530,10169,18759,11873
P82012,LEVER CHAMBERS 1,6407,7871,8233,7582,10219,6046,8868,16794,10188
P82013,LEVER CHAMBERS 2,4289,5933,5901,5769,7741,5048,7828,16438,10297
P82014,SPRING HOUSE SURGERY,7530,17169,17460,15695,19306,12513,15680,20617,15396
P82015,UNSWORTH GROUP PRACTICE,20200,19999,19533,17922,19999,13656,21338,20814,19075
P82016,HARWOOD HEALTH CENTRE,13299,18868,18805,17259,18989,11767,19019,21262,18615
P82018,THE ALASTAIR ROSS MEDICAL PRACTICE,6752,6966,7408,6369,8109,5229,9079,16748,14399
P82020,LITTLE LEVER HEALTH CENTRE 1,4004,11034,11674,9528,11242,7543,12117,19353,12867
P82021,KIRBY-CROMPTON HEALTH CENTRE,5982,16397,16070,15226,17136,10598,17637,19655,16507
P82022,HALLIWELL SURGERY 1,4110,8085,8395,7734,9763,6281,8627,17105,10919
P82023,MANDALAY MEDICAL CENTRE,9483,24073,24354,22507,24130,17004,20343,21032,20127
P82025,BURNSIDE SURGERY,4983,13877,14265,13548,14695,10400,12817,18540,13046
P82029,HALLIWELL SURGERY 2,3308,7955,8257,7541,9716,6057,8582,17209,11037
P82030,DEANE MEDICAL CENTRE,3256,6341,6330,6309,7959,5859,8717,16601,8481
P82031,HEATON MEDICAL CENTRE,10278,19133,19398,17544,21133,13978,17020,20148,17415
P82033,BRADFORD STREET SURGERY,1899,6221,7231,6248,9913,4672,7751,16604,6901
P82034,EDGWORTH MEDICAL CENTRE,2642,25650,26959,25197,28305,19720,23039,17027,18801
P82036,LITTLE LEVER HEALTH CENTRE 2,3062,14965,16157,12507,13681,9381,15366,22717,16002
P82037,FARNWORTH HEALTH CENTRE 1,5110,6576,6995,5976,7888,4424,8344,19961,10756
P82607,WALMSLEY-CROMPTON HEALTH CENTRE,4998,12995,13018,12295,13426,9183,13941,19128,14395
P82609,SHANTI MEDICAL CENTRE,5943,7218,6967,7076,8997,6417,9154,16839,9269
P82613,SPRING VIEW MEDICAL CENTRE,4780,14198,15187,11915,13279,9098,14646,22422,15234
P82616,BEEHIVE SURGERY,2571,5086,4875,4965,6552,4435,9847,16607,8211
P82624,ORIENT HOUSE MEDICAL CENTRE,2774,9504,9043,9013,11717,7622,9746,19017,11707
P82625,CHARLOTTE STREET SURGERY,1994,5238,5500,5503,6434,5023,7186,14395,7711
P82626,HALLIWELL SURGERY 3,4021,6512,6833,6278,8346,5139,7539,16191,10500
P82627,CORNERSTONE SURGERY,4442,14213,14515,12765,16553,10382,13486,21868,12735
P82629,PIKES LANE 2,2114,7367,6981,6928,8890,6667,10044,16549,10052
P82633,GREAT LEVER HEALTH CENTRE 1,2012,5889,5746,5801,7538,4955,7319,16947,10479
P82634,WYRESDALE ROAD SURGERY,4080,9429,9825,8999,11690,7443,10076,19489,8505
P82640,AL FAL MEDICAL GROUP,4371,6214,5864,5975,7512,5689,9841,15829,9626
P82643,EGERTON/DUNSCAR HEALTH CENTRE,6028,26165,26216,24532,27406,18456,24213,20028,20733
P82652,FARNWORTH HEALTH CENTRE 2,3337,6832,7316,6267,8199,4534,8331,20419,10825
P82660,DEANE CLINIC 1,3830,8883,8302,8257,11148,6964,9992,18235,12434
P83001,FAIRFAX GROUP PRACTICE,10323,15028,14094,11769,21345,11144,13951,25487,13397
P83004,THE UPLANDS MEDICAL PRACTICE,8650,16017,14768,13588,19688,12612,16428,22310,14486
P83005,RIBBLESDALE GP-DR SUBBIAH,5414,13295,12945,11318,15138,9745,14261,22626,13580
P83006,RAMSBOTTOM MEDICAL PRACTICE,8332,22754,21487,19995,23512,18210,21585,24330,16402
P83007,RADCLIFFE MEDICAL PRACTICE,8145,11280,11143,9854,12596,9240,11249,21282,12377
P83008,MINDEN FAMILY PRACTICES - DR SHEKAR,7563,11970,11653,10138,13826,8671,13568,21925,13242
P83009,BLACKFORD HOUSE MEDICAL CENTRE,7596,19267,17591,15752,21591,14578,20221,22629,17214
P83010,MONARCH MEDICAL CENTRE,3753,11625,11309,10157,13215,9294,12003,22154,12293
P83011,UNSWORTH MEDICAL CENTRE,7267,16761,15114,13140,18974,12412,19468,22440,18371
P83012,TOTTINGTON MEDICAL PRACTICE,12369,23633,22931,20452,24747,16642,22304,25989,18648
P83015,RIBBLESDALE GP-DR WOODCOCK,7800,14405,14008,12102,16239,10383,15403,23193,14428
P83017,WOODBANK SURGERY,4898,17972,17326,15125,18697,12771,18726,24897,18094
P83019,MINDEN FAMILY PRACTICES - DR DEAKIN,6087,13284,12961,11215,15156,9517,14531,22873,13784
P83020,MINDEN FAMILY PRACTICES - DR SAXENA,5324,12812,12467,10862,14725,9329,14154,22541,13193
P83021,PEEL GPS DR JACKSON,3735,12267,11857,10366,14311,9046,13885,21985,13403
P83023,GREENMOUNT MEDICAL CENTRE,9755,25812,25032,22793,26214,19523,24895,25072,20595
P83024,KNOWSLEY MEDICAL CENTRE,4558,10941,10582,9528,13054,8673,12344,21226,11242
P83025,ST GABRIEL'S MEDICAL CENTRE,8284,16257,15911,13656,19170,12606,14549,23364,13151
P83026,PEEL GPS - DR PALANIAPPAN,3412,11293,10951,9606,13418,8552,12684,21848,12176
P83027,GREYLAND MEDICAL CENTRE,2172,16771,15571,13953,20594,13294,16019,23992,14242
P83029,SPRING LANE SURGERY,6226,12039,11944,10416,13156,9318,12154,23105,12471
P83030,PEEL GPS DR CHACKO,3295,10994,10638,9462,13224,8502,12561,20952,12001
P83603,RED BANK GROUP PRACTICE,10026,13631,13797,11835,14239,10146,13231,22926,13692
P83605,WHITTAKER LANE MED CENTRE,6388,15065,13836,12141,20025,11397,13778,25594,13228
P83608,THE ELMS MEDICAL CENTRE,6196,15856,14600,13292,19219,12176,16833,22824,15036
P83609,THE BIRCHES MEDICAL CENTRE,4471,15633,14658,12262,20081,12535,15405,24991,13083
P83611,WALMERSLEY ROAD MEDICAL PRACTICE,2736,7736,7498,6958,9750,6612,9918,20141,8445
P83612,MILE LANE HEALTH CENTRE,3642,22871,22067,18760,24135,15842,22051,26841,20319
P83620,GARDEN CITY MEDICAL CENTRE,4717,24354,23125,21061,24793,18380,23893,25776,18934
P83621,HUNTLEY MOUNT MEDICAL CENTRE,2983,7892,7806,6735,10111,5655,9372,19409,12773
P83623,LONGFIELD MEDICAL PRACTICE,5336,15277,14503,12021,20860,11641,14227,25293,13196
P84004,FIVE OAKS FAMILIY PRACTICE,8801,3136,3534,4058,5678,1572,5145,11244,11244
P84005,THE VALLANCE CENTRE,7194,6178,15630,17421,10304,4279,5820,4126,5169
P84009,AILSA CRAIG MEDICAL CENTRE,9357,4750,6614,8208,9485,2737,4684,8057,6929
P84010,THE BORCHARDT MEDICAL CENTRE,11027,9821,13052,14937,15987,4433,5958,13044,9536
P84012,NORTHENDEN GROUP PRACTICE,11019,11238,12544,11243,17454,5382,9927,20358,12343
P84014,RK MEDICAL PRACTICE,4298,4160,4655,4896,5312,1747,7713,12978,14121
P84016,LEVENSHULME MEDICAL PRACTICE,6880,5776,7097,8328,10824,3448,3885,14795,5268
P84017,LADYBARN GROUP PRACTICE,10276,8702,10232,12376,13424,4538,6044,15921,10134
P84018,MAULDETH MEDICAL CENTRE,6000,10587,22547,24917,16190,6050,4237,8457,4658
P84019,VALENTINE MEDICAL CENTRE,10523,4486,5255,4543,6757,2519,5745,14560,10349
P84020,PEEL HALL MEDICAL CENTRE,8326,3501,4326,3938,4370,1141,8774,12938,14615
P84021,THE MAPLES MEDICAL CENTRE,7715,6254,6301,5985,7585,3763,10178,15740,16313
P84022,KINGSWAY MEDICAL PRACTICE,5835,12653,12780,14092,18466,8055,9077,19689,11205
P84023,SURREY LODGE PRACTICE,8313,6510,12265,14920,12075,2791,5899,5900,5316
P84024,BOWLAND MEDICAL PRACTICE,7536,4436,5770,4986,6613,1541,7117,16508,13619
P84025,ST GEORGE'S MEDICAL CENTRE,7068,4750,5156,4452,6643,2901,7314,15328,10189
P84026,DICKENSON ROAD MEDICAL CENTRE,6354,3796,4970,6826,7835,2303,3845,7300,6058
P84027,WEST POINT MEDICAL CENTRE,7235,6807,8125,9637,12956,3913,4794,13540,5783
P84028,GORTON MEDICAL CENTRE,8270,3482,4282,4291,5581,2240,3906,13186,7816
P84029,BENCHILL MEDICAL PRACTICE,9431,2508,2888,3364,3413,793,6409,11144,13980
P84030,NEW COLLEGIATE MEDICAL CENTRE,13064,5557,5564,7060,8908,3891,6093,10118,10012
P84032,DR MOKASHI,6483,5018,5399,5272,5988,2667,8906,16459,11568
P84033,BEACON MEDICAL CENTRE,3830,4313,4645,3800,6965,2397,10282,14280,12016
P84034,BARLOW MEDICAL CENTRE,13420,18812,23159,24218,28259,9574,10790,18437,8937
P84035,BODEY MEDICAL CENTRE,16620,9958,17870,21260,15949,4730,4602,9381,6381
